パーツ番号,特技,特技分類,特技説明,発動要件,楽曲要件,編成要件,発動間隔,発動確率,継続期間,特技パーツ,特技パーツ効果
1,ドミナント・ハーモニー,スコアブースト、COMBOブースト／ドミナント,クール楽曲でキュートとクールのアイドルのみ編成時、13秒毎、高確率でかなりの間、キュートアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,キュートとクールのアイドルのみ編成,13,高確率,かなりの間,キュートアイドルのスコアアップ効果をそれぞれの人数に応じてアップ,スコアブースト
1,ドミナント・ハーモニー,スコアブースト、COMBOブースト／ドミナント,クール楽曲でキュートとクールのアイドルのみ編成時、6秒毎、中確率でわずかな間、キュートアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,キュートとクールのアイドルのみ編成,6,中確率,わずかな間,キュートアイドルのスコアアップ効果をそれぞれの人数に応じてアップ,スコアブースト
1,ドミナント・ハーモニー,スコアブースト、COMBOブースト／ドミナント,クール楽曲でパッションとクールのアイドルのみ編成時、11秒毎、中確率でかなりの間、パッションアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,パッションとクールのアイドルのみ編成,11,中確率,かなりの間,パッションアイドルのスコアアップ効果をそれぞれの人数に応じてアップ,スコアブースト
1,チューニング,COMBOボーナス、PERFECTサポート,9秒毎、高確率で少しの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,9,高確率,少しの間,COMBOボーナスを12%アップ,COMBOボーナス
1,チューニング,COMBOボーナス、PERFECTサポート,11秒毎、中確率でかなりの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,中確率,かなりの間,COMBOボーナスを12%アップ,COMBOボーナス
1,チューニング,COMBOボーナス、PERFECTサポート,13秒毎、高確率でかなりの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,13,高確率,かなりの間,COMBOボーナスを12%アップ,COMBOボーナス
1,チューニング,COMBOボーナス、PERFECTサポート,7秒毎、高確率でわずかな間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,7,高確率,わずかな間,COMBOボーナスを12%アップ,COMBOボーナス
1,チューニング,COMBOボーナス、PERFECTサポート,11秒毎、高確率でしばらくの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,高確率,しばらくの間,COMBOボーナスを12%アップ,COMBOボーナス
1,ダンスモチーフ,スコアボーナス,9秒毎、高確率で少しの間、ユニットのダンスアピール値が多いほどPERFECTのスコアアップ,非該当,非該当,非該当,9,高確率,少しの間,ユニットのダンスアピール値が多いほどPERFECTのスコアアップ,スコアボーナス
1,ダンスモチーフ,スコアボーナス,7秒毎、高確率でわずかな間、ユニットのダンスアピール値が多いほどPERFECTのスコアアップ,非該当,非該当,非該当,7,高確率,わずかな間,ユニットのダンスアピール値が多いほどPERFECTのスコアアップ,スコアボーナス
1,ダンスモチーフ,スコアボーナス,11秒毎、高確率でしばらくの間、ユニットのダンスアピール値が多いほどPERFECTのスコアアップ,非該当,非該当,非該当,11,高確率,しばらくの間,ユニットのダンスアピール値が多いほどPERFECTのスコアアップ,スコアボーナス
1,ダメージガード,ダメージガード,9秒毎、高確率で少しの間、ライフが減少しなくなる,非該当,非該当,非該当,9,高確率,少しの間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,11秒毎、高確率でしばらくの間、ライフが減少しなくなる,非該当,非該当,非該当,11,高確率,しばらくの間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,9秒毎、中確率でしばらくの間、ライフが減少しなくなる,非該当,非該当,非該当,9,中確率,しばらくの間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,11秒毎、中確率でかなりの間、ライフが減少しなくなる,非該当,非該当,非該当,11,中確率,かなりの間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,7秒毎、高確率でわずかな間、ライフが減少しなくなる,非該当,非該当,非該当,7,高確率,わずかな間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,7秒毎、中確率で少しの間、ライフが減少しなくなる,非該当,非該当,非該当,7,中確率,少しの間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,8秒毎、中確率でわずかな間、ライフが減少しなくなる,非該当,非該当,非該当,8,中確率,わずかな間,ライフが減少しなくなる,ダメージガード
1,ダメージガード,ダメージガード,7秒毎、高確率で少しの間、ライフが減少しなくなる,非該当,非該当,非該当,7,高確率,少しの間,ライフが減少しなくなる,ダメージガード
1,スライドアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,PERFECTのスコアを8%アップ,スコアボーナス
1,スライドアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,PERFECTのスコアを8%アップ,スコアボーナス
1,スライドアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,PERFECTのスコアを8%アップ,スコアボーナス
1,スライドアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア10%アップ、スライドアイコンなら40%アップ,非該当,非該当,非該当,11,高確率,かなりの間,PERFECTのスコアを10%アップ,スコアボーナス
1,スライドアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、スライドアイコンなら40%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,PERFECTのスコアを10%アップ,スコアボーナス
1,スライドアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア10%アップ、スライドアイコンなら40%アップ,非該当,非該当,非該当,7,高確率,少しの間,PERFECTのスコアを10%アップ,スコアボーナス
1,スターライトアンサンブル,スコアブースト、COMBOブースト,全タイプ楽曲で、4秒毎、高確率で一瞬の間、他アイドルのスコアアップ/COMBOボーナス効果を極大アップ,非該当,全タイプ楽曲,非該当,4,高確率,一瞬の間,他アイドルのスコアアップ効果を極大アップ,スコアブースト
1,スキルブースト,特技ブースト,9秒毎、高確率で少しの間、他アイドルの特技効果を中アップ,非該当,非該当,非該当,9,高確率,少しの間,他アイドルの特技効果を中アップ,特技ブースト
1,スキルブースト,特技ブースト,7秒毎、高確率でわずかな間、他アイドルの特技効果を中アップ,非該当,非該当,非該当,7,高確率,わずかな間,他アイドルの特技効果を中アップ,特技ブースト
1,スキルブースト,特技ブースト,11秒毎、高確率でしばらくの間、他アイドルの特技効果を中アップ,非該当,非該当,非該当,11,高確率,しばらくの間,他アイドルの特技効果を中アップ,特技ブースト
1,スキルブースト,特技ブースト,8秒毎、高確率でしばらくの間、他アイドルの特技効果を大アップ,非該当,非該当,非該当,8,高確率,しばらくの間,他アイドルの特技効果を大アップ,特技ブースト
1,スキルブースト,特技ブースト,10秒毎、高確率でかなりの間、他アイドルの特技効果を大アップ,非該当,非該当,非該当,10,高確率,かなりの間,他アイドルの特技効果を大アップ,特技ブースト
1,スキルブースト,特技ブースト,7秒毎、高確率で少しの間、他アイドルの特技効果を大アップ,非該当,非該当,非該当,7,高確率,少しの間,他アイドルの特技効果を大アップ,特技ブースト
1,シンデレラマジック,シンデレラマジック,12秒毎、中確率でしばらくの間、ユニット編成アイドル全員の特技効果を発動し、最も高い効果を適用,シンデレラマジック,非該当,非該当,12,中確率,しばらくの間,ユニット編成アイドル全員の特技効果を発動し、最も高い効果を適用,シンデレラマジック
1,コンセントレーション,スコアボーナス、集中,13秒毎、高確率でかなりの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,13,高確率,かなりの間,PERFECTのスコアを19%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,9秒毎、中確率でしばらくの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,中確率,しばらくの間,PERFECTのスコアを19%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,7秒毎、高確率でわずかな間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,7,高確率,わずかな間,PERFECTのスコアを19%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,9秒毎、高確率で少しの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,高確率,少しの間,PERFECTのスコアを19%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,11秒毎、高確率でしばらくの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECTのスコアを19%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,11秒毎、高確率でしばらくの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECTのスコアを22%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,13秒毎、高確率でかなりの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,13,高確率,かなりの間,PERFECTのスコアを22%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,11秒毎、中確率でかなりの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,中確率,かなりの間,PERFECTのスコアを22%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,7秒毎、高確率でわずかな間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,7,高確率,わずかな間,PERFECTのスコアを22%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,4秒毎、高確率で一瞬の間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,4,高確率,一瞬の間,PERFECTのスコアを22%アップ,スコアボーナス
1,コンセントレーション,スコアボーナス、集中,9秒毎、高確率で少しの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,高確率,少しの間,PERFECTのスコアを22%アップ,スコアボーナス
1,コーディネイト,スコアボーナス、COMBOボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECTのスコアを8%アップ,スコアボーナス
1,コーディネイト,スコアボーナス、COMBOボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,7,高確率,わずかな間,PERFECTのスコアを8%アップ,スコアボーナス
1,コーディネイト,スコアボーナス、COMBOボーナス,9秒毎、高確率で少しの間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,9,高確率,少しの間,PERFECTのスコアを8%アップ,スコアボーナス
1,コーディネイト,スコアボーナス、COMBOボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア10%アップ、COMBOボーナス15%アップ,非該当,非該当,非該当,7,高確率,わずかな間,PERFECTのスコアを10%アップ,スコアボーナス
1,コーディネイト,スコアボーナス、COMBOボーナス,9秒毎、高確率で少しの間、PERFECTのスコア10%アップ、COMBOボーナス15%アップ,非該当,非該当,非該当,9,高確率,少しの間,PERFECTのスコアを10%アップ,スコアボーナス
1,コーディネイト,スコアボーナス、COMBOボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、COMBOボーナス15%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECTのスコアを10%アップ,スコアボーナス
1,クリスタル・ヒール,LIVE開始時にライフ回復、ライフ減少量ダウン,LIVE開始時にのみ必ず発動、ライフを200%まで回復し、LIVE中のライフゲージ減少量を50%ダウンする【アンコール、シンデレラマジックで発動不可】,アンコール、シンデレラマジックで発動不可,非該当,非該当,0,非該当,非該当,LIVE開始時にライフを200%まで回復,LIVE開始時にライフ回復
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,6,中確率,わずかな間,PERFECTのスコアを14%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,11,高確率,しばらくの間,PERFECTのスコアを14%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,7,高確率,わずかな間,PERFECTのスコアを14%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,9,高確率,少しの間,PERFECTのスコアを14%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,11,高確率,しばらくの間,PERFECTのスコアを16%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,9,高確率,少しの間,PERFECTのスコアを16%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,6,中確率,わずかな間,PERFECTのスコアを16%アップ,スコアボーナス
1,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,7,高確率,わずかな間,PERFECTのスコアを16%アップ,スコアボーナス
1,クールアンサンブル,スコアブースト、COMBOブースト,4秒毎、高確率で一瞬の間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,4,高確率,一瞬の間,他のクールアイドルのスコアアップ効果を特大アップ,スコアブースト
1,クールアンサンブル,スコアブースト、COMBOブースト,9秒毎、高確率で少しの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,9,高確率,少しの間,他のクールアイドルのスコアアップ効果を特大アップ,スコアブースト
1,クールアンサンブル,スコアブースト、COMBOブースト,6秒毎、中確率でわずかな間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,6,中確率,わずかな間,他のクールアイドルのスコアアップ効果を特大アップ,スコアブースト
1,クールアンサンブル,スコアブースト、COMBOブースト,11秒毎、高確率でしばらくの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,11,高確率,しばらくの間,他のクールアイドルのスコアアップ効果を特大アップ,スコアブースト
1,クールアンサンブル,スコアブースト、COMBOブースト,13秒毎、高確率でかなりの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,13,高確率,かなりの間,他のクールアイドルのスコアアップ効果を特大アップ,スコアブースト
1,クールアンサンブル,スコアブースト、COMBOブースト,7秒毎、高確率でわずかな間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,7,高確率,わずかな間,他のクールアイドルのスコアアップ効果を特大アップ,スコアブースト
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,9,高確率,少しの間,PERFECTのスコアを14%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,11,高確率,しばらくの間,PERFECTのスコアを14%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,6,中確率,わずかな間,PERFECTのスコアを14%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,7,高確率,わずかな間,PERFECTのスコアを14%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,11,高確率,しばらくの間,PERFECTのスコアを16%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,6,中確率,わずかな間,PERFECTのスコアを16%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,7,高確率,わずかな間,PERFECTのスコアを16%アップ,スコアボーナス
1,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,9,高確率,少しの間,PERFECTのスコアを16%アップ,スコアボーナス
1,キュートアンサンブル,スコアブースト、COMBOブースト,13秒毎、高確率でかなりの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,13,高確率,かなりの間,他のキュートアイドルのスコアアップ効果を特大アップ,スコアブースト
1,キュートアンサンブル,スコアブースト、COMBOブースト,9秒毎、高確率で少しの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,9,高確率,少しの間,他のキュートアイドルのスコアアップ効果を特大アップ,スコアブースト
1,キュートアンサンブル,スコアブースト、COMBOブースト,6秒毎、中確率でわずかな間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,6,中確率,わずかな間,他のキュートアイドルのスコアアップ効果を特大アップ,スコアブースト
1,キュートアンサンブル,スコアブースト、COMBOブースト,11秒毎、高確率でしばらくの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,11,高確率,しばらくの間,他のキュートアイドルのスコアアップ効果を特大アップ,スコアブースト
1,キュートアンサンブル,スコアブースト、COMBOブースト,7秒毎、高確率でわずかな間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,7,高確率,わずかな間,他のキュートアイドルのスコアアップ効果を特大アップ,スコアブースト
1,キュートアンサンブル,スコアブースト、COMBOブースト,4秒毎、高確率で一瞬の間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,4,高確率,一瞬の間,他のキュートアイドルのスコアアップ効果を特大アップ,スコアブースト
1,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,11秒毎、中確率でかなりの間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,11,中確率,かなりの間,COMBOボーナスを20%ダウン,COMBOボーナス
1,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,9秒毎、中確率でしばらくの間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,9,中確率,しばらくの間,COMBOボーナスを20%ダウン,COMBOボーナス
1,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,6秒毎、中確率でわずかな間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,6,中確率,わずかな間,COMBOボーナスを20%ダウン,COMBOボーナス
1,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,13秒毎、高確率でかなりの間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,13,高確率,かなりの間,COMBOボーナスを20%ダウン,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,11秒毎、中確率で少しの間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,11,中確率,少しの間,COMBOボーナスを10%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,8秒毎、高確率でわずかな間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,8,高確率,わずかな間,COMBOボーナスを10%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,5秒毎、高確率で一瞬の間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,5,高確率,一瞬の間,COMBOボーナスを10%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,11秒毎、高確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,11,高確率,少しの間,COMBOボーナスを13%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,5秒毎、高確率で一瞬の間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,5,高確率,一瞬の間,COMBOボーナスを13%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,8秒毎、高確率でわずかな間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,8,高確率,わずかな間,COMBOボーナスを13%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,9秒毎、中確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,9,中確率,少しの間,COMBOボーナスを13%アップ,COMBOボーナス
1,オールラウンド,COMBOボーナス、ライフ回復,13秒毎、中確率でかなりの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,13,中確率,かなりの間,COMBOボーナスを13%アップ,COMBOボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,7秒毎、高確率でライフを11消費し、わずかな間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続,ライフを11消費,非該当,非該当,7,高確率,わずかな間,PERFECT/GREATのスコアを18%アップ,スコアボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,9秒毎、中確率でライフを15消費し、しばらくの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続,ライフを15消費,非該当,非該当,9,中確率,しばらくの間,PERFECT/GREATのスコアを18%アップ,スコアボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,7秒毎、中確率でライフを11消費し、少しの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続,ライフを11消費,非該当,非該当,7,中確率,少しの間,PERFECT/GREATのスコアを18%アップ,スコアボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,4秒毎、高確率でライフを6消費し、一瞬の間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを6消費,非該当,非該当,4,高確率,一瞬の間,PERFECT/GREATのスコアを20%アップ,スコアボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,7秒毎、高確率でライフを11消費し、少しの間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを11消費,非該当,非該当,7,高確率,少しの間,PERFECT/GREATのスコアを20%アップ,スコアボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,9秒毎、高確率でライフを15消費し、しばらくの間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを15消費,非該当,非該当,9,高確率,しばらくの間,PERFECT/GREATのスコアを20%アップ,スコアボーナス
1,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,6秒毎、高確率でライフを9消費し、わずかな間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを9消費,非該当,非該当,6,高確率,わずかな間,PERFECT/GREATのスコアを20%アップ,スコアボーナス
1,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,7秒毎、高確率で少しの間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,7,高確率,少しの間,COMBOボーナスを20%アップ,COMBOボーナス
1,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,4秒毎、高確率で一瞬の間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,4,高確率,一瞬の間,COMBOボーナスを20%アップ,COMBOボーナス
1,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,6秒毎、高確率でわずかな間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,6,高確率,わずかな間,COMBOボーナスを20%アップ,COMBOボーナス
1,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,9秒毎、高確率でしばらくの間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,9,高確率,しばらくの間,COMBOボーナスを20%アップ,COMBOボーナス
1,アンコール,アンコール,12秒毎、中確率で少しの間、直前に発動した他アイドルの特技効果を繰り返す,非該当,非該当,非該当,12,中確率,少しの間,直前に発動した他アイドルの特技効果を繰り返す,アンコール
1,アンコール,アンコール,9秒毎、中確率でわずかな間、直前に発動した他アイドルの特技効果を繰り返す,非該当,非該当,非該当,9,中確率,わずかな間,直前に発動した他アイドルの特技効果を繰り返す,アンコール
1,アンコール,アンコール,18秒毎、中確率でかなりの間、直前に発動した他アイドルの特技効果を繰り返す,非該当,非該当,非該当,18,中確率,かなりの間,直前に発動した他アイドルの特技効果を繰り返す,アンコール
1,アンコール,アンコール,15秒毎、中確率でしばらくの間、直前に発動した他アイドルの特技効果を繰り返す,非該当,非該当,非該当,15,中確率,しばらくの間,直前に発動した他アイドルの特技効果を繰り返す,アンコール
1,アンコール,アンコール,15秒毎、高確率でしばらくの間、直前に発動した他アイドルの特技効果を繰り返す,非該当,非該当,非該当,15,高確率,しばらくの間,直前に発動した他アイドルの特技効果を繰り返す,アンコール
1,アンコール,アンコール,12秒毎、高確率で少しの間、直前に発動した他アイドルの特技効果を繰り返す,非該当,非該当,非該当,12,高確率,少しの間,直前に発動した他アイドルの特技効果を繰り返す,アンコール
1,SCOREボーナス,スコアボーナス,9秒毎、低確率でかなりの間、PERFECTのスコア10%アップ,非該当,非該当,非該当,9,低確率,かなりの間,PERFECTのスコアを10%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,6秒毎、低確率で少しの間、PERFECTのスコア10%アップ,非該当,非該当,非該当,6,低確率,少しの間,PERFECTのスコアを10%アップ,スコアボーナス
1,SCOREボーナス,スコアボーナス,7秒毎、低確率でしばらくの間、PERFECTのスコア10%アップ,非該当,非該当,非該当,7,低確率,しばらくの間,PERFECTのスコアを10%アップ,スコアボーナス
