パーツ番号,センター効果,センター効果分類,センター効果分類説明,センター効果説明,発動要件,編成要件,楽曲要件,センター効果パーツ,適用効果
1,シャイニーステップ,ステップ,ダンスアピール値,全員のダンスアピール値80%アップ,非該当,非該当,非該当,全員のダンスアピール値を80%アップ,ダンスアピール値
1,シンデレラウィッシュ,シンデレラウィッシュ,スターピース,LIVEクリア時、中確率でスターピースを獲得,LIVEクリア,非該当,非該当,中確率でスターピースを獲得,スターピース
1,トゥインクルプレゼント,プレゼント,スターエンブレム,LIVEクリア時、中確率でスターエンブレムを獲得,LIVEクリア,非該当,非該当,中確率でスターエンブレムを獲得,スターエンブレム
1,シンデレラブレス,シンデレラブレス,シンデレラブレス,ゲストを含むユニット編成アイドル全員のセンター効果を発揮し、最も高い効果を適用,非該当,非該当,非該当,ゲストを含むユニット編成アイドル全員のセンター効果を発揮し、最も高い効果を適用,シンデレラブレス
2,トリコロール・ユニゾン,ユニゾン,全アピール値／トリコロール,3タイプ全てのアイドル編成時、全員の全アピール値25%アップ、全タイプ楽曲なら50%アップ,非該当,3タイプ全てのアイドル編成,非該当,全タイプ楽曲なら全員の全アピール値を50%アップ,全アピール値
2,トリコロール・ユニゾン,ユニゾン,全アピール値／トリコロール,3タイプ全てのアイドル編成時、全員の全アピール値40%アップ、全タイプ楽曲なら80%アップ,非該当,3タイプ全てのアイドル編成,非該当,全タイプ楽曲なら全員の全アピール値を80%アップ,全アピール値
2,クール・クロス・キュート,クロス,全アピール値、特技発動確率,クールとキュートのアイドル編成時、全員の全アピール値20%アップ、全員の特技発動率25%アップ,非該当,クールとキュートのアイドル編成,非該当,全員の特技発動確率を25%アップ,特技発動確率
2,クール・クロス・キュート,クロス,全アピール値、特技発動確率,クールとキュートのアイドル編成時、全員の全アピール値30%アップ、全員の特技発動率35%アップ,非該当,クールとキュートのアイドル編成,非該当,全員の特技発動確率を35%アップ,特技発動確率
2,クール・クロス・パッション,クロス,全アピール値、特技発動確率,クールとパッションのアイドル編成時、全員の全アピール値20%アップ、全員の特技発動率25%アップ,非該当,クールとパッションのアイドル編成,非該当,全員の特技発動確率を25%アップ,特技発動確率
2,クール・クロス・パッション,クロス,全アピール値、特技発動確率,クールとパッションのアイドル編成時、全員の全アピール値30%アップ、全員の特技発動率35%アップ,非該当,クールとパッションのアイドル編成,非該当,全員の特技発動確率を35%アップ,特技発動確率
2,キュート・クロス・クール,クロス,全アピール値、獲得ファン数,キュートとクールのアイドル編成時、全員の全アピール値20%アップ、獲得ファン数が8%アップ,非該当,キュートとクールのアイドル編成,非該当,全員の獲得ファン数を8%アップ,獲得ファン数
2,キュート・クロス・クール,クロス,全アピール値、獲得ファン数,キュートとクールのアイドル編成時、全員の全アピール値30%アップ、獲得ファン数が10%アップ,非該当,キュートとクールのアイドル編成,非該当,全員の獲得ファン数を10%アップ,獲得ファン数
2,キュート・クロス・パッション,クロス,全アピール値、獲得ファン数,キュートとパッションのアイドル編成時、全員の全アピール値20%アップ、獲得ファン数が8%アップ,非該当,キュートとパッションのアイドル編成,非該当,全員の獲得ファン数を8%アップ,獲得ファン数
2,キュート・クロス・パッション,クロス,全アピール値、獲得ファン数,キュートとパッションのアイドル編成時、全員の全アピール値30%アップ、獲得ファン数が10%アップ,非該当,キュートとパッションのアイドル編成,非該当,全員の獲得ファン数を10%アップ,獲得ファン数
2,パッション・クロス・キュート,クロス,全アピール値、ライフ値,パッションとキュートのアイドル編成時、全員の全アピール値20%アップ、全員のライフ15%アップ,非該当,パッションとキュートのアイドル編成,非該当,全員のライフを15%アップ,ライフ
2,パッション・クロス・キュート,クロス,全アピール値、ライフ値,パッションとキュートのアイドル編成時、全員の全アピール値30%アップ、全員のライフ25%アップ,非該当,パッションとキュートのアイドル編成,非該当,全員のライフを25%アップ,ライフ
2,パッション・クロス・クール,クロス,全アピール値、ライフ値,パッションとクールのアイドル編成時、全員の全アピール値20%アップ、全員のライフ15%アップ,非該当,パッションとクールのアイドル編成,非該当,全員のライフを15%アップ,ライフ
2,パッション・クロス・クール,クロス,全アピール値、ライフ値,パッションとクールのアイドル編成時、全員の全アピール値30%アップ、全員のライフ25%アップ,非該当,パッションとクールのアイドル編成,非該当,全員のライフを25%アップ,ライフ
2,パッションユニゾン,ユニゾン,全アピール値,パッションアイドルの全アピール値30%アップ、パッション楽曲なら55%アップ,非該当,非該当,非該当,パッション楽曲ならパッションアイドルの全アピール値を55%アップ,全アピール値
2,クールユニゾン,ユニゾン,全アピール値,クールアイドルの全アピール値30%アップ、クール楽曲なら55%アップ,非該当,非該当,非該当,クール楽曲ならクールアイドルの全アピール値を55%アップ,全アピール値
2,キュートユニゾン,ユニゾン,全アピール値,キュートアイドルの全アピール値30%アップ、キュート楽曲なら55%アップ,非該当,非該当,非該当,キュート楽曲ならキュートアイドルの全アピール値を55%アップ,全アピール値
2,シンデレラエール,シンデレラエール,獲得経験値/マニー/友情pt,LIVEクリア時、獲得経験値/マニー/友情ptが50%アップ,LIVEクリア,非該当,非該当,マニーを50%アップ,マニー
2,スターライトチャーム・クール,スターライトチャーム,獲得ファン数,LIVEクリア時、獲得ファン数が30%アップ、クールアイドルなら55%アップ,LIVEクリア,非該当,非該当,クールアイドルの獲得ファン数を55%アップ,獲得ファン数
2,スターライトチャーム・キュート,スターライトチャーム,獲得ファン数,LIVEクリア時、獲得ファン数が30%アップ、キュートアイドルなら55%アップ,LIVEクリア,非該当,非該当,キュートアイドルの獲得ファン数を55%アップ,獲得ファン数
2,スターライトチャーム・パッション,スターライトチャーム,獲得ファン数,LIVEクリア時、獲得ファン数が30%アップ、パッションアイドルなら55%アップ,LIVEクリア,非該当,非該当,パッションアイドルの獲得ファン数を55%アップ,獲得ファン数
2,ワールドレベル,ワールドレベル,ワールドレベル,自分のダンスアピール値100%アップ、フェイスオープンしたら全員のダンスアピール値130%アップ,非該当,非該当,非該当,フェイスオープンしたら全員のダンスアピール値を130%アップ,ダンスアピール値
2,レゾナンス・ボイス,ボイス,ボーカルアピール値／レゾナンス,5種類の特技編成時、ボーカル以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,非該当,5種類の特技編成,非該当,全員のビジュアルアピール値を100%ダウン,ビジュアルアピール値
2,キュートデュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,キュートアイドルのみ編成時、キュート楽曲で全員のビジュアル＆ボーカルアピール値100%アップ,非該当,キュートアイドルのみ編成,キュート楽曲,全員のボーカルアピール値を100%アップ,ボーカルアピール値
2,クールデュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,クールアイドルのみ編成時、クール楽曲で全員のビジュアル＆ボーカルアピール値100%アップ,非該当,クールアイドルのみ編成,クール楽曲,全員のボーカルアピール値を100%アップ,ボーカルアピール値
2,パッションデュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,パッションアイドルのみ編成時、パッション楽曲で全員のビジュアル＆ボーカルアピール値100%アップ,非該当,パッションアイドルのみ編成,パッション楽曲,全員のボーカルアピール値を100%アップ,ボーカルアピール値
2,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,キュート楽曲でパッションアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、キュートアイドルのボーカルアピール値160%アップ,非該当,非該当,キュート楽曲,キュートアイドルのボーカルアピール値を160%アップ,ボーカルアピール値
2,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,キュート楽曲でクールアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、キュートアイドルのボーカルアピール値160%アップ,非該当,非該当,キュート楽曲,キュートアイドルのボーカルアピール値を160%アップ,ボーカルアピール値
2,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,クール楽曲でキュートアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、クールアイドルのボーカルアピール値160%アップ,非該当,非該当,クール楽曲,クールアイドルのボーカルアピール値を160%アップ,ボーカルアピール値
2,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,クール楽曲でパッションアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、クールアイドルのボーカルアピール値160%アップ,非該当,非該当,クール楽曲,クールアイドルのボーカルアピール値を160%アップ,ボーカルアピール値
2,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,パッション楽曲でキュートアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、パッションアイドルのボーカルアピール値160%アップ,非該当,非該当,パッション楽曲,パッションアイドルのボーカルアピール値を160%アップ,ボーカルアピール値
2,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,パッション楽曲でクールアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、パッションアイドルのボーカルアピール値160%アップ,非該当,非該当,パッション楽曲,パッションアイドルのボーカルアピール値を160%アップ,ボーカルアピール値
2,キュートデュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,キュートアイドルのみ編成時、キュート楽曲で全員のボーカル＆ダンスアピール値100%アップ,非該当,キュートアイドルのみ編成,キュート楽曲,全員のダンスアピール値を100%アップ,ダンスアピール値
2,クールデュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,クールアイドルのみ編成時、クール楽曲で全員のボーカル＆ダンスアピール値100%アップ,非該当,クールアイドルのみ編成,クール楽曲,全員のダンスアピール値を100%アップ,ダンスアピール値
2,パッションデュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,パッションアイドルのみ編成時、パッション楽曲で全員のボーカル＆ダンスアピール値100%アップ,非該当,パッションアイドルのみ編成,パッション楽曲,全員のダンスアピール値を100%アップ,ダンスアピール値
2,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,キュート楽曲でパッションアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、キュートアイドルのダンスアピール値160%アップ,非該当,非該当,キュート楽曲,キュートアイドルのダンスアピール値を160%アップ,ダンスアピール値
2,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,キュート楽曲でクールアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、キュートアイドルのダンスアピール値160%アップ,非該当,非該当,キュート楽曲,キュートアイドルのダンスアピール値を160%アップ,ダンスアピール値
2,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,クール楽曲でパッションアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、クールアイドルのダンスアピール値160%アップ,非該当,非該当,クール楽曲,クールアイドルのダンスアピール値を160%アップ,ダンスアピール値
2,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,クール楽曲でキュートアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、クールアイドルのダンスアピール値160%アップ,非該当,非該当,クール楽曲,クールアイドルのダンスアピール値を160%アップ,ダンスアピール値
2,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,パッション楽曲でキュートアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、パッションアイドルのダンスアピール値160%アップ,非該当,非該当,パッション楽曲,パッションアイドルのダンスアピール値を160%アップ,ダンスアピール値
2,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,パッション楽曲でクールアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、パッションアイドルのダンスアピール値160%アップ,非該当,非該当,パッション楽曲,パッションアイドルのダンスアピール値を160%アップ,ダンスアピール値
2,レゾナンス・メイク,メイク,ビジュアルアピール値／レゾナンス,5種類の特技編成時、ビジュアル以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,非該当,5種類の特技編成,非該当,全員のダンスアピール値を100%ダウン,ダンスアピール値
2,レゾナンス・ステップ,ステップ,ダンスアピール値／レゾナンス,5種類の特技編成時、ダンス以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,非該当,5種類の特技編成,非該当,全員のビジュアルアピール値を100%ダウン,ビジュアルアピール値
2,キュートデュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,キュートアイドルのみ編成時、キュート楽曲で全員のダンス＆ビジュアルアピール値100%アップ,非該当,キュートアイドルのみ編成,キュート楽曲,全員のビジュアルアピール値を100%アップ,ビジュアルアピール値
2,クールデュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,クールアイドルのみ編成時、クール楽曲で全員のダンス＆ビジュアルアピール値100%アップ,非該当,クールアイドルのみ編成,クール楽曲,全員のビジュアルアピール値を100%アップ,ビジュアルアピール値
2,パッションデュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,パッションアイドルのみ編成時、パッション楽曲で全員のダンス＆ビジュアルアピール値100%アップ,非該当,パッションアイドルのみ編成,パッション楽曲,全員のビジュアルアピール値を100%アップ,ビジュアルアピール値
2,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,キュート楽曲でパッションアイドルにタイプボーナスが発生しダンスアピール値150%アップ、キュートアイドルのビジュアルアピール値160%アップ,非該当,非該当,キュート楽曲,キュートアイドルのビジュアルアピール値を160%アップ,ビジュアルアピール値
2,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,キュート楽曲でクールアイドルにタイプボーナスが発生しダンスアピール値150%アップ、キュートアイドルのビジュアルアピール値160%アップ,非該当,非該当,キュート楽曲,キュートアイドルのビジュアルアピール値を160%アップ,ビジュアルアピール値
2,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,クール楽曲でキュートアイドルにタイプボーナスが発生しダンスアピール値150%アップ、クールアイドルのビジュアルアピール値160%アップ,非該当,非該当,クール楽曲,クールアイドルのビジュアルアピール値を160%アップ,ビジュアルアピール値
2,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,クール楽曲でパッションアイドルにタイプボーナスが発生しダンスアピール値150%アップ、クールアイドルのビジュアルアピール値160%アップ,非該当,非該当,クール楽曲,クールアイドルのビジュアルアピール値を160%アップ,ビジュアルアピール値
2,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,パッション楽曲でクールアイドルにタイプボーナスが発生しダンスアピール値150%アップ、パッションアイドルのビジュアルアピール値160%アップ,非該当,非該当,パッション楽曲,パッションアイドルのビジュアルアピール値を160%アップ,ビジュアルアピール値
2,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,パッション楽曲でキュートアイドルにタイプボーナスが発生しダンスアピール値150％アップ、パッションアイドルのビジュアルアピール値160%アップ,非該当,非該当,パッション楽曲,パッションアイドルのビジュアルアピール値を160%アップ,ビジュアルアピール値
3,シンデレラエール,シンデレラエール,獲得経験値/マニー/友情pt,LIVEクリア時、獲得経験値/マニー/友情ptが50%アップ,LIVEクリア,非該当,非該当,友情ptを50%アップ,友情pt
3,レゾナンス・ボイス,ボイス,ボーカルアピール値／レゾナンス,5種類の特技編成時、ボーカル以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,非該当,5種類の特技編成,非該当,全ての特技効果が重複時に加算,レゾナンス
3,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,キュート楽曲でパッションアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、キュートアイドルのボーカルアピール値160%アップ,非該当,非該当,キュート楽曲,パッションアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,キュート楽曲でクールアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、キュートアイドルのボーカルアピール値160%アップ,非該当,非該当,キュート楽曲,クールアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,クール楽曲でキュートアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、クールアイドルのボーカルアピール値160%アップ,非該当,非該当,クール楽曲,キュートアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,クール楽曲でパッションアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、クールアイドルのボーカルアピール値160%アップ,非該当,非該当,クール楽曲,パッションアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,パッション楽曲でキュートアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、パッションアイドルのボーカルアピール値160%アップ,非該当,非該当,パッション楽曲,キュートアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（メイク＆ボイス）,デュエット,ボーカルアピール値、ビジュアルアピール値,パッション楽曲でクールアイドルにタイプボーナスが発生しビジュアルアピール値150%アップ、パッションアイドルのボーカルアピール値160%アップ,非該当,非該当,パッション楽曲,クールアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,キュート楽曲でパッションアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、キュートアイドルのダンスアピール値160%アップ,非該当,非該当,キュート楽曲,パッションアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,キュート楽曲でクールアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、キュートアイドルのダンスアピール値160%アップ,非該当,非該当,キュート楽曲,クールアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,クール楽曲でパッションアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、クールアイドルのダンスアピール値160%アップ,非該当,非該当,クール楽曲,パッションアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,クール楽曲でキュートアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、クールアイドルのダンスアピール値160%アップ,非該当,非該当,クール楽曲,キュートアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,パッション楽曲でキュートアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、パッションアイドルのダンスアピール値160%アップ,非該当,非該当,パッション楽曲,キュートアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ボイス＆ステップ）,デュエット,ボーカルアピール値、ダンスアピール値,パッション楽曲でクールアイドルにタイプボーナスが発生しボーカルアピール値150%アップ、パッションアイドルのダンスアピール値160%アップ,非該当,非該当,パッション楽曲,クールアイドルにタイプボーナス,タイプ一致
3,レゾナンス・メイク,メイク,ビジュアルアピール値／レゾナンス,5種類の特技編成時、ビジュアル以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,非該当,5種類の特技編成,非該当,全ての特技効果が重複時に加算,レゾナンス
3,レゾナンス・ステップ,ステップ,ダンスアピール値／レゾナンス,5種類の特技編成時、ダンス以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,非該当,5種類の特技編成,非該当,全ての特技効果が重複時に加算,レゾナンス
3,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,キュート楽曲でパッションアイドルにタイプボーナスが発生しダンスアピール値150%アップ、キュートアイドルのビジュアルアピール値160%アップ,非該当,非該当,キュート楽曲,パッションアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,キュート楽曲でクールアイドルにタイプボーナスが発生しダンスアピール値150%アップ、キュートアイドルのビジュアルアピール値160%アップ,非該当,非該当,キュート楽曲,クールアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,クール楽曲でキュートアイドルにタイプボーナスが発生しダンスアピール値150%アップ、クールアイドルのビジュアルアピール値160%アップ,非該当,非該当,クール楽曲,キュートアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,クール楽曲でパッションアイドルにタイプボーナスが発生しダンスアピール値150%アップ、クールアイドルのビジュアルアピール値160%アップ,非該当,非該当,クール楽曲,パッションアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,パッション楽曲でクールアイドルにタイプボーナスが発生しダンスアピール値150%アップ、パッションアイドルのビジュアルアピール値160%アップ,非該当,非該当,パッション楽曲,クールアイドルにタイプボーナス,タイプ一致
3,ドミナント・デュエット（ステップ＆メイク）,デュエット,ダンスアピール値、ビジュアルアピール値,パッション楽曲でキュートアイドルにタイプボーナスが発生しダンスアピール値150％アップ、パッションアイドルのビジュアルアピール値160%アップ,非該当,非該当,パッション楽曲,キュートアイドルにタイプボーナス,タイプ一致
