パーツ番号,特技,特技分類,特技説明,発動要件,楽曲要件,編成要件,発動間隔,発動確率,継続期間,特技パーツ,特技パーツ効果
2,コンセントレーション★2 / 11秒高確率,スコアボーナス、集中,11秒毎、高確率でしばらくの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション★2 / 13秒高確率,スコアボーナス、集中,13秒毎、高確率でかなりの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,13,高確率,かなりの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション★3 / 7秒高確率,スコアボーナス、集中,7秒毎、高確率でわずかな間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,7,高確率,わずかな間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション★3 / 9秒高確率,スコアボーナス、集中,9秒毎、高確率で少しの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,高確率,少しの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション★3 / 11秒高確率,スコアボーナス、集中,11秒毎、高確率でしばらくの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション★3 / 11秒中確率,スコアボーナス、集中,11秒毎、中確率でかなりの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,中確率,かなりの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション★3 / 13秒高確率,スコアボーナス、集中,13秒毎、高確率でかなりの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,13,高確率,かなりの間,PERFECT判定される時間が短くなる,集中
2,キュートフォーカス★2 / 6秒中確率,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス★2 / 6秒中確率,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス★2 / 6秒中確率,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス★2 / 7秒高確率,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス★2 / 7秒高確率,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス★2 / 7秒高確率,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス★2 / 9秒高確率,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス★2 / 9秒高確率,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス★2 / 9秒高確率,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス★2 / 11秒高確率,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス★2 / 11秒高確率,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを11%アップ,COMBOボーナス
2,パッションフォーカス★2 / 11秒高確率,スコアボーナス、COMBOボーナス,パッションアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,パッションアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを11%アップ,COMBOボーナス
2,オールラウンド★2 / 5秒高確率,COMBOボーナス、ライフ回復,5秒毎、高確率で一瞬の間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,5,高確率,一瞬の間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★2 / 8秒高確率,COMBOボーナス、ライフ回復,8秒毎、高確率でわずかな間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,8,高確率,わずかな間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★2 / 11秒中確率,COMBOボーナス、ライフ回復,11秒毎、中確率で少しの間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,11,中確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★3 / 5秒高確率,COMBOボーナス、ライフ回復,5秒毎、高確率で一瞬の間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,5,高確率,一瞬の間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★3 / 8秒高確率,COMBOボーナス、ライフ回復,8秒毎、高確率でわずかな間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,8,高確率,わずかな間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★3 / 9秒中確率,COMBOボーナス、ライフ回復,9秒毎、中確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,9,中確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★3 / 11秒高確率,COMBOボーナス、ライフ回復,11秒毎、高確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,11,高確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド★3 / 13秒中確率,COMBOボーナス、ライフ回復,13秒毎、中確率でかなりの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,13,中確率,かなりの間,PERFECTでライフを1回復,ライフ回復
2,コーディネイト★2 / 7秒高確率,スコアボーナス、COMBOボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,7,高確率,わずかな間,COMBOボーナスを12%アップ,COMBOボーナス
2,コーディネイト★2 / 9秒高確率,スコアボーナス、COMBOボーナス,9秒毎、高確率で少しの間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,9,高確率,少しの間,COMBOボーナスを12%アップ,COMBOボーナス
2,コーディネイト★2 / 11秒高確率,スコアボーナス、COMBOボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,COMBOボーナスを12%アップ,COMBOボーナス
2,チューニング★3 / 7秒高確率,COMBOボーナス、PERFECTサポート,7秒毎、高確率でわずかな間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,7,高確率,わずかな間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング★3 / 9秒高確率,COMBOボーナス、PERFECTサポート,9秒毎、高確率で少しの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,9,高確率,少しの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング★3 / 11秒高確率,COMBOボーナス、PERFECTサポート,11秒毎、高確率でしばらくの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,高確率,しばらくの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング★3 / 11秒中確率,COMBOボーナス、PERFECTサポート,11秒毎、中確率でかなりの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,中確率,かなりの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング★3 / 13秒高確率,COMBOボーナス、PERFECTサポート,13秒毎、高確率でかなりの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,13,高確率,かなりの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,ロングアクト★2 / 7秒高確率,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、ロングアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,ロングアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,ロングアクト★2 / 9秒高確率,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、ロングアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,ロングアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,ロングアクト★2 / 11秒高確率,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、ロングアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,ロングアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,フリックアクト★2 / 7秒高確率,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、フリックアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,フリックアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,フリックアクト★2 / 9秒高確率,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、フリックアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,フリックアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,フリックアクト★2 / 11秒高確率,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、フリックアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,フリックアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,スライドアクト★2 / 7秒高確率,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,スライドアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,スライドアクト★2 / 9秒高確率,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,スライドアイコンならPERFECTのスコアを32%アップ,スコアボーナス
2,スライドアクト★2 / 11秒高確率,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,スライドアイコンならPERFECTのスコアを32%アップ,スコアボーナス
